Transportas,Marsrutas,ReisoID,MasinosNumeris,Ilguma,Ilguma_new,Platuma,Platuma_new,Greitis,Azimutas,ReisoPradziaMinutemis,NuokrypisSekundemis,MatavimoLaikas,MasinosTipas,KryptiesTipas,KryptiesPavadinimas,ReisoIdGTFS
Autobusai,50,,954,25292440,25.29244,54719973,54.719973,0,84,,,44494,Z,D>B,Bajorai,
Troleibusai,12,,1614,25322557,25.322557,54708936,54.708936,0,26,,,43949,,D>A,Žirmūnai,
Autobusai,2G,,4162,25292906,25.292906,54720658,54.720658,0,264,,,43989,KWZD,A>D1,Autobusų parkas (Verkių g.),
Autobusai,53,,4019,25292418,25.292418,54720149,54.720149,0,116,,,44500,KZ,A>D,Autobusų parkas (Verkių g.),
Autobusai,29,,4652,25292374,25.292374,54720325,54.720325,0,78,,,44482,Z,A>D,Autobusų parkas (Verkių g.),
Autobusai,5G,,4590,25294796,25.294796,54719784,54.719784,0,264,,,44461,KZ,B1>D,Autobusų parkas (Verkių g.),
Autobusai,3G,,4567,25294445,25.294445,54719909,54.719909,0,344,,,44477,KWZD,A>B,Oro uostas,
Autobusai,54,22852792355,715,25217413,25.217413,54703258,54.703258,0,296,1435,0,44498,KZ,A>D,2-asis troleibusų parkas (Justiniškių g.),
Autobusai,2G,,775,25292949,25.292949,54720283,54.720283,0,90,,,44487,KZ,A>D1,Autobusų parkas (Verkių g.),
Autobusai,5G,,4587,25293161,25.293161,54721786,54.721786,0,176,,,43872,WNZD,B1>D,Autobusų parkas (Verkių g.),
Autobusai,122,22560341215,572,25418995,25.418995,54685814,54.685814,27,298,735,64,44499,KWNZ,B>A,Naujininkai,A122-01-1-240826-ba-1220
Autobusai,122,22560351135,570,25427373,25.427373,54681866,54.681866,19,222,695,0,44493,KWNZ,A>B,Naujoji Vilnia,A122-02-1-240826-ba-1240
Autobusai,122,22560361205,580,25331261,25.331261,54654357,54.654357,22,46,725,-35,44499,KWNZ,A>B,Naujoji Vilnia,A122-03-1-240826-ab-1210
Autobusai,122,22560371151,568,25349538,25.349538,54651546,54.651546,25,208,711,113,44498,KWNZ,B>A,Naujininkai,A122-04-1-240826-ba-1150
Troleibusai,9,22596191152,2760,25241348,25.241348,54699339,54.699339,35,276,712,26,44492,KWNZ,B>A,Karoliniškės,T9-01-1-240902-ba-1150
Troleibusai,9,22596201214,2711,25304270,25.30427,54718302,54.718302,19,148,734,142,44496,KZ,B>A,Karoliniškės,T9-04-1-240902-ba-1210
Troleibusai,9,22596211140,2696,25302929,25.302929,54719911,54.719911,0,332,700,140,44500,KZ,A>B,Žirmūnai,T9-06-1-240902-ab-1140
Troleibusai,9,22596261132,1727,25205920,25.20592,54684803,54.684803,16,342,692,86,44486,KWZ,B>A,Karoliniškės,T9-03-1-240902-ab-1220
Troleibusai,9,22596271200,2805,25274912,25.274912,54696197,54.696197,3,122,720,97,44498,KWNZ,A>B,Žirmūnai,T9-09-1-240902-ab-1200
Autobusai,1,22598131154,7002,25283063,25.283063,54670652,54.670652,0,222,714,0,44490,KWZ,B>A,Stotis,A1-02-1-240829-ab-1230
Autobusai,1,22598141152,7051,25276555,25.276555,54635754,54.635754,0,180,712,305,44493,KWZ,A>B,Rodūnios sodai,A1-01-1-240829-ba-1230
Autobusai,13,22604671159,7025,25282789,25.282789,54671862,54.671862,7,332,719,178,44498,KWZ,A>B,Vilkpėdė,A13-01-1-240902-ab-1200
Autobusai,13,22604681148,7017,25359183,25.359183,54679210,54.67921,0,224,708,0,44486,KWZ,B>A,Žemasis Pavilnys,A13-02-1-240902-ab-1220
Autobusai,13,22604691215,7078,25267012,25.267012,54669622,54.669622,8,22,735,24,44498,KWZ,B>A,Žemasis Pavilnys,A13-03-1-240902-ba-1220
Autobusai,38,22604991150,7001,25321248,25.321248,54724249,54.724249,3,240,710,148,44498,KWZ,B1>A1,Antakalnis,A38-02-1-240902-b1a1-1150
Autobusai,41,22605021213,7040,25277530,25.27753,54672843,54.672843,0,266,733,194,44487,KWZ,A>B,Užusienis,A41-01-1-240902-ab-1210
Autobusai,31,22613671218,4161,25286701,25.286701,54674130,54.67413,0,90,738,17,44497,KWZD,A>B,Naujoji Vilnia,A31-01-1-240902-ab-1220
Autobusai,31,22613681154,4190,25398060,25.39806,54677788,54.677788,22,86,714,103,44497,KWNZD,A>B,Naujoji Vilnia,A31-03-1-240902-ab-1150
Autobusai,31,22613701130,4170,25440512,25.440512,54695332,54.695332,0,302,690,22,44497,KWZD,A>B,Naujoji Vilnia,A31-05-1-240902-ba-1220
Autobusai,31,22613721159,4165,25346292,25.346292,54665053,54.665053,10,256,719,-42,44500,KWZD,B>A,Stotis,A31-06-1-240902-ba-1200
Autobusai,75,22768901210,3106,25211708,25.211708,54699614,54.699614,0,104,730,36,44491,KWZ,B>A,Santariškės,A75-05-1-240926-ba-1210
Autobusai,75,22768910611,799,25214487,25.214487,54704187,54.704187,0,188,371,,42877,KZ,D>B,Pilaitė,A75-06-1-240926-db-0610
Autobusai,75,22768921143,787,25254600,25.2546,54729017,54.729017,39,6,703,26,44499,KZ,B>A,Santariškės,A75-01-1-240926-ba-1140
Autobusai,75,22768931130,762,25175789,25.175789,54707364,54.707364,10,262,690,74,44493,Z,A>B,Pilaitė,A75-03-1-240926-ab-1130
Autobusai,75,22768951206,708,25254507,25.254507,54728912,54.728912,33,188,726,33,44495,KZ,A>B,Pilaitė,A75-04-1-240926-ab-1210
Autobusai,11,22796681210,7045,25276399,25.276399,54684895,54.684895,5,136,730,48,44492,KWZ,A>B,Užupis,A11-02-1-241004-ab-1210
Autobusai,11,22796691205,7074,25265070,25.26507,54688047,54.688047,10,284,725,-46,44493,Z,B>A,Žvėrynas,A11-01-1-241004-ba-1210
Autobusai,116,22796711220,7013,25243302,25.243302,54699392,54.699392,22,292,740,69,44499,KWZ,A>B,Ungurių g.,A116-01-1-241004-ab-1220
Autobusai,116,22796721148,7023,25207807,25.207807,54655060,54.65506,40,176,708,0,44495,KWZ,A>B,Ungurių g.,A116-02-1-241004-ba-1230
Autobusai,54,22852781135,3107,25269888,25.269888,54671874,54.671874,17,72,695,14,44499,KWZ,A>B,Stotis,A54-01-1-241012-ab-1140
Autobusai,54,22852811149,3115,25215010,25.21501,54691061,54.691061,0,42,709,-30,44499,KWZ,B>A,Pilaitė,A54-04-1-241012-ba-1150
Autobusai,54,22852820639,3101,25214456,25.214456,54703946,54.703946,0,358,399,,44115,KWZ,D>A,Pilaitė,A54-05-1-241012-da-0640
Autobusai,54,22852831222,792,25173277,25.173277,54703327,54.703327,4,82,742,-62,44497,KZ,A>B,Stotis,A54-06-1-241012-ab-1220
Troleibusai,4,22853421138,1703,25218464,25.218464,54651095,54.651095,46,226,698,-15,44499,KZ,A>B,Žemieji Paneriai,T4-04-1-241012-ab-1140
Troleibusai,4,22853441153,1820,25264693,25.264693,54681610,54.68161,0,192,713,-35,44494,KWNZ,A>B,Žemieji Paneriai,T4-06-1-241012-ab-1150
Troleibusai,4,22853461208,1710,25308032,25.308032,54696208,54.696208,0,208,728,55,44498,Z,A>B,Žemieji Paneriai,T4-07-1-241012-ab-1210
Troleibusai,4,22853471137,1830,25316457,25.316457,54716369,54.716369,21,2,697,-5,44500,KWNZ,B>A,Antakalnis,T4-03-1-241012-ba-1140
Troleibusai,4,22853481221,1745,25202289,25.202289,54643213,54.643213,18,124,741,14,44495,KWNZ,B>A,Antakalnis,T4-01-1-241012-ba-1220
Troleibusai,4,22853501221,1704,25318062,25.318062,54723575,54.723575,20,332,741,10,44499,KZ,A>B,Žemieji Paneriai,T4-09-1-241012-ab-1220
Troleibusai,4,22853521149,1698,25282732,25.282732,54690529,54.690529,34,116,709,154,44498,KZ,B>A,Antakalnis,T4-11-1-241012-ba-1150
Troleibusai,4,22853541200,1682,25262207,25.262207,54680537,54.680537,27,68,720,108,44491,KZ,B>A,Antakalnis,T4-13-1-241012-ba-1200
Troleibusai,4,22853581210,1721,25239225,25.239225,54668200,54.6682,18,52,730,-13,44499,KWZ,B>A,Antakalnis,T4-17-1-241012-ba-1210
Troleibusai,18,22854691132,2752,25219009,25.219009,54734771,54.734771,0,130,692,0,44496,KWNZ,B>A,Pašilaičiai,T18-02-1-241012-ab-1230
Troleibusai,18,22854711201,2808,25213290,25.21329,54679241,54.679241,0,306,721,1,44496,KWNZ,B>A,Pašilaičiai,T18-05-1-241012-ba-1200
Troleibusai,18,22854721210,2788,25221777,25.221777,54703482,54.703482,33,96,730,27,44497,KWNZ,A>B,Titnago g.,T18-01-1-241012-ab-1210
Troleibusai,18,22854731146,2798,25222847,25.222847,54720646,54.720646,0,0,706,-142,44500,KWNZ,B>A,Pašilaičiai,T18-03-1-241012-ba-1150
Troleibusai,18,22854761215,2779,25210307,25.210307,54646271,54.646271,21,48,735,5,44491,KWNZ,B>A,Pašilaičiai,T18-08-1-241012-ba-1220
Troleibusai,18,22854771157,2750,25220732,25.220732,54676977,54.676977,39,138,717,79,44497,KWZ,A>B,Titnago g.,T18-12-1-241012-ab-1200
Troleibusai,18,22854781144,2796,25202140,25.20214,54644023,54.644023,14,258,704,87,44498,KWNZ,A>B,Titnago g.,T18-10-1-241012-ab-1140
Troleibusai,19,22854881210,2780,25223826,25.223826,54702610,54.70261,11,204,730,8,44499,KWNZ,A>B,Saulėtekis,T19-02-1-241012-ab-1210
Troleibusai,19,22854891205,2781,25308668,25.308668,54697821,54.697821,50,184,725,65,44492,KWNZ,B>A,Pašilaičiai,T19-04-1-241012-ba-1210
Troleibusai,19,22854901152,2783,25259771,25.259771,54698796,54.698796,3,284,712,-89,44498,KWNZ,B>A,Pašilaičiai,T19-03-1-241012-ba-1150
Troleibusai,19,22854911144,2792,25308660,25.30866,54696782,54.696782,0,14,704,133,44494,KWNZ,A>B,Saulėtekis,T19-01-1-241012-ab-1140
Troleibusai,19,22854921157,2790,25273657,25.273657,54696530,54.69653,26,122,717,68,44496,KWNZ,A>B,Saulėtekis,T19-05-1-241012-ab-1200
Troleibusai,19,22854931126,2713,25234327,25.234327,54728294,54.728294,0,212,686,0,44494,KZ,B>A,Pašilaičiai,T19-08-1-241012-ab-1230
Troleibusai,19,22854941219,1740,25335099,25.335099,54724033,54.724033,35,278,739,126,44497,KWNZ,B>A,Pašilaičiai,T19-06-1-241012-ba-1220
Troleibusai,19,22854951132,2782,25340840,25.34084,54724935,54.724935,12,198,692,0,44499,KWNZ,A>B,Saulėtekis,T19-07-1-241012-ba-1230
Troleibusai,19,22854971139,2793,25226751,25.226751,54706833,54.706833,0,8,699,113,44500,KWNZ,B>A,Pašilaičiai,T19-10-1-241012-ba-1140
Autobusai,15,22861271205,7014,25328815,25.328815,54729789,54.729789,16,124,725,97,44497,KWZ,B>A,Žolyno g.,A15-01-1-241012-ba-1210
Autobusai,15,22861281210,7008,25329442,25.329442,54728976,54.728976,25,42,730,52,44491,KWZ,A>B,Turniškės,A15-02-1-241012-ab-1210
Autobusai,62,22861361133,7049,25213704,25.213704,54678000,54.678,0,264,693,0,44496,KWZ,A>B,Lazdynai,A62-01-1-241012-ba-1230
Autobusai,62,22861371139,7053,25209175,25.209175,54645676,54.645676,37,48,699,0,44497,KWZ,B>A,Žemieji Paneriai,A62-02-1-241012-ab-1240
Autobusai,5G,22861871206,4578,25295601,25.295601,54717503,54.717503,14,242,726,122,44496,KWNZD,B>A,Pašilaičiai,A5G-01-1-241012-ba-1210
Autobusai,5G,22861881218,4561,25326525,25.326525,54726811,54.726811,8,306,738,8,44497,KWZD,B>A,Pašilaičiai,A5G-11-1-241012-ba-1220
Autobusai,5G,22861901142,4580,25219493,25.219493,54735077,54.735077,0,262,702,0,44499,KWNZD,B>A,Pašilaičiai,A5G-07-1-241012-ab-1220
Autobusai,5G,22861911143,4576,25340922,25.340922,54724760,54.72476,0,190,703,0,44491,KWNZD,A>B,Saulėtekis,A5G-03-1-241012-ba-1230
Autobusai,5G,22861921211,4595,25236321,25.236321,54714175,54.714175,31,130,731,15,44499,KZ,A>B,Saulėtekis,A5G-05-1-241012-ab-1210
Autobusai,5G,22861931155,4600,25226761,25.226761,54716702,54.716702,31,272,715,-150,44495,KWNZD,B>A,Pašilaičiai,A5G-09-1-241012-ba-1200
Autobusai,5G,22861951052,772,25292391,25.292391,54720250,54.72025,0,104,652,0,44496,KZ,B1>D,Autobusų parkas (Verkių g.),A5G-06-1-241012-db-1610
Autobusai,5G,22861971113,4018,25292869,25.292869,54721014,54.721014,0,84,673,0,44497,Z,B1>D,Autobusų parkas (Verkių g.),A5G-10-1-241012-db-1630
Autobusai,5G,22861981156,4583,25291501,25.291501,54716102,54.716102,5,62,716,208,44489,KWNZD,A>B,Saulėtekis,A5G-12-1-241012-ab-1200
Autobusai,18,22862321145,3036,25411158,25.411158,54688812,54.688812,5,178,705,-29,44496,KZ,A>B,Parko g.,A18-04-1-241012-ab-1150
Autobusai,18,22862331211,4127,25348045,25.348045,54728049,54.728049,18,44,731,55,44497,KWZ,A>B,Parko g.,A18-01-1-241012-ab-1210
Autobusai,18,22862341150,955,25362786,25.362786,54732006,54.732006,73,250,710,30,44499,Z,B>A,Antakalnis,A18-03-1-241012-ba-1150
Autobusai,18,22862351217,4129,25414234,25.414234,54687951,54.687951,0,284,737,103,44498,KWZ,B>A,Antakalnis,A18-05-1-241012-ba-1220
Autobusai,35,22862401211,932,25281106,25.281106,54724724,54.724724,0,342,731,48,44488,Z,A>B,Ožkiniai,A35-02-1-241012-ab-1210
Autobusai,35,22862420933,934,25294140,25.29414,54721011,54.721011,0,76,573,0,44473,Z,A>D,Autobusų parkas (Verkių g.),A35-03-1-241012-da-1430
Autobusai,74,22862630458,4182,25293643,25.293643,54720397,54.720397,0,188,298,,44482,KWNZD,D>A,Stotis,A74-01-1-241012-da-0500
Autobusai,74,22862631205,4654,25338320,25.33832,54689759,54.689759,46,72,725,112,44497,Z,A>B,Parko g.,A74-01-1-241012-ab-1210
Autobusai,74,22862641219,743,25417423,25.417423,54686400,54.6864,34,318,739,12,44494,KZ,B>A,Stotis,A74-03-1-241012-ba-1220
Autobusai,74,22862671156,4638,25289633,25.289633,54673534,54.673534,0,164,716,74,44496,Z,B>A,Stotis,A74-05-1-241012-ab-1230
Autobusai,14,22884311200,7030,25414967,25.414967,54677301,54.677301,34,8,720,73,44488,KWZ,A>B,Arimų g.,A14-03-1-241015-ab-1200
Autobusai,14,22884331136,7035,25370720,25.37072,54599572,54.599572,55,218,696,115,44496,KWZ,B>A,Rudamina,A14-01-1-241015-ba-1140
Autobusai,14,22884341203,7020,25432724,25.432724,54689445,54.689445,0,210,723,14,44500,KWZ,B>A,Rudamina,A14-04-1-241015-ba-1200
Autobusai,14,22884351132,7010,25431519,25.431519,54702403,54.702403,0,334,692,0,44487,KWZ,A>B,Arimų g.,A14-05-1-241015-ba-1230
Autobusai,20,23040401220,7016,25202901,25.202901,54643316,54.643316,57,238,740,65,44497,KWZ,A>B,Lazdynai,A20-01-1-241118-ab-1220
Autobusai,20,23040411156,7004,25153945,25.153945,54662069,54.662069,44,270,716,-141,44495,KWZ,A1>B1,Lazdynai,A20-02-1-241118-a1b1-1200
Autobusai,20,23040441157,7050,25159207,25.159207,54659675,54.659675,0,250,717,296,44492,KWZ,B1>A1,Žemieji Paneriai,A20-05-1-241118-b1a1-1200
Autobusai,20,23040451221,7068,25210417,25.210417,54677289,54.677289,30,246,741,18,44499,KWNZ,B>A,Žemieji Paneriai,A20-06-1-241118-ba-1220
Autobusai,51,23081631159,7006,25108760,25.10876,54626998,54.626998,23,154,719,7,44496,KWZ,B>A,Žemieji Paneriai,A51-01-1-241118-ba-1200
Autobusai,51,23081641135,7061,25198156,25.198156,54577149,54.577149,0,236,695,73,44489,KWZ,A>B,Pagiriai,A51-02-1-241118-ba-1220
Autobusai,51,23081651216,7011,25177765,25.177765,54638613,54.638613,36,228,736,137,44498,KWZ,A>B,Pagiriai,A51-03-1-241118-ab-1220
Autobusai,51,23081661220,7070,25066272,25.066272,54625949,54.625949,41,262,740,74,44491,KWNZ,B1>A1,Žemieji Paneriai,A51-04-1-241118-b1a1-1220
Autobusai,114,23096391216,7054,25303615,25.303615,54719284,54.719284,4,336,736,18,44497,KWZ,A>B,Vinciūniškės,A114-01-1-241119-ab-1220
Autobusai,114,23096401208,7007,25373617,25.373617,54720641,54.720641,25,274,728,23,44498,KWZ,B>A,Šiaurės miestelis,A114-02-1-241119-ba-1210
Autobusai,114,23096431146,7058,25302571,25.302571,54720084,54.720084,22,146,706,78,44496,KWZ,B>A,Šiaurės miestelis,A114-06-1-241119-ba-1150
Autobusai,114,23096441151,7037,25390003,25.390003,54734623,54.734623,45,80,711,-33,44496,KWZ,A>B,Vinciūniškės,A114-03-1-241119-ab-1150
Autobusai,88,23150111203,7066,25285629,25.285629,54674116,54.674116,0,260,723,157,44490,KWZ,A>B,Europos aikštė,A88-01-1-241129-ab-1200
Autobusai,88,23150121209,7009,25277252,25.277252,54682634,54.682634,28,184,729,81,44499,KWZ,B>A,Oro uostas,A88-02-1-241129-ba-1210
Autobusai,19,23157881151,952,25251918,25.251918,54614251,54.614251,0,308,711,0,44497,Z,A>B,Salininkai,A19-03-1-241202-ba-1230
Autobusai,19,23157891149,4112,25285564,25.285564,54671223,54.671223,0,242,709,0,44499,KWZ,B>A,Stotis,A19-01-1-241202-ab-1230
Autobusai,36,23157911156,963,25308133,25.308133,54762126,54.762126,40,66,716,268,44494,Z,A>B,Pagubė,A36-03-1-241202-ab-1200
Autobusai,36,23157921134,4131,25312954,25.312954,54808065,54.808065,0,132,694,0,44498,KWZ,A>B,Pagubė,A36-02-1-241202-ba-1220
Autobusai,36,23157931144,4107,25286686,25.286686,54714389,54.714389,0,182,704,93,44499,KWZ,B>A,Žalgirio g.,A36-01-1-241202-ba-1140
Autobusai,36,23157941217,4645,25286879,25.286879,54712942,54.712942,0,24,737,39,44497,Z,A>B,Pagubė,A36-04-1-241202-ab-1220
Autobusai,36,23157951202,4101,25307217,25.307217,54761821,54.761821,18,220,722,74,44498,KWZ,B>A,Žalgirio g.,A36-05-1-241202-ba-1200
Autobusai,42,23158021201,4160,25273107,25.273107,54665208,54.665208,24,356,721,25,44498,KWZD,B>A,Stotis,A42-01-1-241202-ba-1200
Autobusai,42,23158031205,4175,25265782,25.265782,54646669,54.646669,45,208,725,127,44499,KWZD,A>B,Salininkai,A42-03-1-241202-ab-1210
Autobusai,78,23158281158,4178,25269621,25.269621,54650736,54.650736,3,36,718,86,44500,KWNZD,B>A,Stotis,A78-02-1-241202-ba-1200
Autobusai,78,23158291144,4180,25198360,25.19836,54577198,54.577198,0,248,704,0,44496,KWNZ,A>B,Pagiriai,A78-01-1-241202-ba-1230
Autobusai,78,23158301214,4185,25277265,25.277265,54672721,54.672721,0,264,734,228,44493,KWNZD,A>B,Pagiriai,A78-03-1-241202-ab-1210
Autobusai,82,23158351154,4103,25285782,25.285782,54671304,54.671304,0,244,714,0,44500,KWZ,B>A,Stotis,A82-01-1-241202-ab-1240
Autobusai,82,23158361201,4125,25274593,25.274593,54609442,54.609442,8,188,721,-58,44498,KWZ,A1>B1,Juodšiliai,A82-02-1-241202-a1b1-1200
Autobusai,29,23159291159,4594,25214978,25.214978,54670947,54.670947,0,78,719,8,44499,KWNZD,B>A,Vilkpėdė,A29-01-1-241202-ba-1200
Autobusai,29,23159301151,4592,25096448,25.096448,54669531,54.669531,22,296,711,60,44497,KWNZD,A>B,Grigiškės,A29-03-1-241202-ab-1150
Autobusai,29,23159311221,774,25246825,25.246825,54665442,54.665442,7,86,741,-18,44497,KZ,A>B,Grigiškės,A29-04-1-241202-ab-1220
Autobusai,46,23159331208,4577,25240329,25.240329,54709332,54.709332,20,360,728,87,44499,KWNZD,B>A,Pašilaičiai,A46-01-1-241202-ba-1210
Autobusai,46,23159341206,4602,25240097,25.240097,54709790,54.70979,22,176,726,30,44498,KWNZD,A>B,Centras,A46-03-1-241202-ab-1210
Autobusai,46,23159381150,4574,25234988,25.234988,54730403,54.730403,0,296,710,568,44495,KWZD,B>A,Pašilaičiai,A46-06-1-241202-ba-1150
Autobusai,48,23159401156,965,25252446,25.252446,54734277,54.734277,20,130,716,96,44491,Z,A>B,Santariškės,A48-01-1-241202-ab-1200
Autobusai,48,23159411153,4032,25249629,25.249629,54710230,54.71023,34,86,713,-69,44498,KZ,B>A,Šeškinė,A48-02-1-241202-ba-1150
Autobusai,32,23159611149,780,25219329,25.219329,54735135,54.735135,0,258,709,0,44498,KZ,A>B,Pašilaičiai,A32-01-1-241202-ba-1220
Autobusai,32,23159621152,3121,25245597,25.245597,54698435,54.698435,0,114,712,0,44494,KWZ,B>A,Žvėrynas,A32-03-1-241202-ab-1230
Autobusai,73,23159771145,793,25222480,25.22248,54718396,54.718396,34,18,705,271,44500,KZ,B>A,Justiniškės,A73-01-1-241202-ba-1150
Autobusai,73,23159781157,3117,25270413,25.270413,54692944,54.692944,0,138,717,43,44499,KWZ,A>B,Vilkpėdė,A73-02-1-241202-ab-1200
Autobusai,73,23159791212,721,25266845,25.266845,54679317,54.679317,28,342,732,-52,44496,KZ,B>A,Justiniškės,A73-03-1-241202-ba-1210
Troleibusai,2,23159861154,1744,25280820,25.28082,54690763,54.690763,0,274,714,188,44489,KWNZ,A>B,Stotis,T2-04-1-241202-ab-1150
Troleibusai,2,23159871201,1707,25295380,25.29538,54689661,54.689661,40,240,721,49,44490,KZ,A>B,Stotis,T2-06-1-241202-ab-1200
Troleibusai,2,23159881150,1736,25325627,25.325627,54726409,54.726409,0,46,710,-58,44496,KWNZ,B>A,Saulėtekis,T2-01-1-241202-ba-1150
Troleibusai,2,23159891221,1815,25334109,25.334109,54724145,54.724145,7,288,741,-38,44497,KWNZ,A>B,Stotis,T2-10-1-241202-ab-1220
Troleibusai,2,23159901209,1701,25279499,25.279499,54687033,54.687033,8,104,729,76,44498,KZ,B>A,Saulėtekis,T2-03-1-241202-ba-1210
Troleibusai,2,23159911156,1705,25308625,25.308625,54697125,54.697125,20,358,716,268,44499,KZ,B>A,Saulėtekis,T2-12-1-241202-ba-1200
Troleibusai,2,23159921208,1823,25311179,25.311179,54706034,54.706034,21,212,728,43,44490,KWNZ,A>B,Stotis,T2-08-1-241202-ab-1210
Troleibusai,2,23159931138,1841,25340527,25.340527,54724538,54.724538,0,192,698,0,44492,KWNZ,B>A,Saulėtekis,T2-11-1-241202-ab-1230
Troleibusai,2,23159961214,1709,25317238,25.317238,54719576,54.719576,6,192,734,24,44497,KZ,A>B,Stotis,T2-07-1-241202-ab-1210
Troleibusai,2,23159991216,1723,25279319,25.279319,54678305,54.678305,27,328,736,-27,44495,KWZ,B>A,Saulėtekis,T2-16-1-241202-ba-1220
Troleibusai,2,23160001146,1700,25283588,25.283588,54673580,54.67358,21,184,706,18,44499,KZ,A>B,Stotis,T2-17-1-241202-ba-1220
Troleibusai,2,23160011144,1737,25338579,25.338579,54723840,54.72384,28,92,704,0,44499,KWNZ,B>A,Saulėtekis,T2-14-1-241202-ab-1230
Troleibusai,2,23160021202,1676,25289128,25.289128,54688253,54.688253,0,78,722,200,44496,Z,B>A,Saulėtekis,T2-13-1-241202-ba-1200
Troleibusai,12,23160571137,1729,25239351,25.239351,54669676,54.669676,0,282,697,191,44498,KWNZ,A>B,Žemieji Paneriai,T12-01-1-241202-ab-1140
Troleibusai,12,23160581216,1732,25218907,25.218907,54651025,54.651025,31,46,736,31,44498,KWNZ,B>A,Žirmūnai,T12-02-1-241202-ba-1220
Troleibusai,12,23160590528,1821,25323456,25.323456,54709385,54.709385,0,298,328,,44491,KWNZ,D>A,Žirmūnai,T12-06-1-241202-da-0530
Troleibusai,12,23160591128,1850,25299901,25.299901,54722334,54.722334,0,300,688,103,44497,KWNZ,B>A,Žirmūnai,T12-06-1-241202-ba-1130
Troleibusai,12,23160621204,1677,25285181,25.285181,54694398,54.694398,0,266,724,-22,44497,KZ,A>B,Žemieji Paneriai,T12-04-1-241202-ab-1200
Troleibusai,12,23160631144,1743,25297373,25.297373,54695560,54.69556,16,88,704,-60,44496,KWNZ,B>A,Žirmūnai,T12-07-1-241202-ba-1140
Troleibusai,12,23160641200,1742,25269166,25.269166,54681805,54.681805,0,108,720,-38,44494,KWNZ,B>A,Žirmūnai,T12-08-1-241202-ba-1200
Troleibusai,16,23160751626,2755,25215378,25.215378,54703033,54.703033,0,100,986,0,44497,KWNZ,D>B,Stotis,T16-13-1-241202-db-1630
Troleibusai,16,23160761132,2800,25234280,25.23428,54728169,54.728169,0,152,692,0,44492,KWNZ,B>A,Pašilaičiai,T16-01-1-241202-ab-1230
Troleibusai,16,23160771218,2716,25232228,25.232228,54719276,54.719276,18,202,738,0,44498,KZ,A>B,Stotis,T16-03-1-241202-ab-1220
Troleibusai,16,23160791146,2787,25225254,25.225254,54703956,54.703956,23,24,706,180,44498,KWNZ,B>A,Pašilaičiai,T16-06-1-241202-ba-1150
Troleibusai,16,23160801202,2795,25212175,25.212175,54679425,54.679425,35,124,722,-32,44495,KWNZ,A>B,Stotis,T16-11-1-241202-ab-1200
Troleibusai,16,23160811148,2715,25258371,25.258371,54670626,54.670626,0,146,708,25,44497,KZ,A>B,Stotis,T16-09-1-241202-ab-1150
Troleibusai,16,23160821217,2691,25283685,25.283685,54671014,54.671014,11,302,737,173,44499,KZ,B>A,Pašilaičiai,T16-08-1-241202-ba-1220
Troleibusai,16,23160831201,2689,25241829,25.241829,54670721,54.670721,4,230,721,234,44498,KZ,B>A,Pašilaičiai,T16-04-1-241202-ba-1200
Troleibusai,17,23160881157,1730,25302414,25.302414,54699467,54.699467,42,26,717,0,44497,KWNZ,B>A,Žirmūnai,T17-14-1-241202-ba-1200
Troleibusai,17,23160891217,1814,25302069,25.302069,54720582,54.720582,0,154,737,38,44499,KWNZ,A>B,Naujininkai,T17-15-1-241202-ab-1220
Troleibusai,17,23160911205,1838,25280813,25.280813,54690700,54.6907,19,100,725,76,44499,KWNZ,B>A,Žirmūnai,T17-01-1-241202-ba-1210
Troleibusai,17,23160921208,1734,25299579,25.299579,54696816,54.696816,0,230,728,1,44499,KWNZ,A>B,Naujininkai,T17-09-1-241202-ab-1210
Troleibusai,17,23160941147,1702,25265537,25.265537,54681020,54.68102,19,164,707,143,44499,KZ,A>B,Naujininkai,T17-06-1-241202-ab-1150
Troleibusai,17,23160951137,1825,25295325,25.295325,54726803,54.726803,0,100,697,0,44497,KWNZ,B>A,Žirmūnai,T17-11-1-241202-ab-1230
Troleibusai,17,23160961138,1818,25269623,25.269623,54671123,54.671123,18,164,698,401,44499,KWNZ,A>B,Naujininkai,T17-04-1-241202-ab-1140
Troleibusai,17,23160981147,1678,25303512,25.303512,54719323,54.719323,2,332,707,67,44492,KZ,B>A,Žirmūnai,T17-12-1-241202-ba-1150
Troleibusai,17,23160991213,1812,25265097,25.265097,54682181,54.682181,2,314,733,54,44495,KWNZ,B>A,Žirmūnai,T17-03-1-241202-ba-1210
Troleibusai,17,23161001158,1674,25280366,25.280366,54690841,54.690841,0,276,718,59,44495,KZ,A>B,Naujininkai,T17-08-1-241202-ab-1200
Troleibusai,20,23161031200,1726,25280527,25.280527,54690778,54.690778,0,274,720,-72,44494,KWZ,A>B,Stotis,T20-01-1-241202-ab-1200
Troleibusai,20,23161040538,1722,25322611,25.322611,54709022,54.709022,0,8,338,,44474,KWZ,D>A,Žirmūnai,T20-02-1-241202-da-0540
Troleibusai,20,23161041220,1635,25298050,25.29805,54724088,54.724088,31,180,740,36,44499,,A>B,Stotis,T20-02-1-241202-ab-1220
Troleibusai,20,23161051151,1741,25303108,25.303108,54719690,54.71969,0,328,711,43,44498,KZ,B>A,Žirmūnai,T20-03-1-241202-ba-1150
